

FET-REDOVNI-Ž,25
FET-REDOVNI-M,5
FET-IZVANREDNI,10





FIPU-REDOVNI-Ž,3
FIPU-REDOVNI-M,12

FIPU-IZVANREDNI,5



FOOZ-REDOVNI,9

FOOZ-IZVANREDNI,6



FF-REDOVNI,8

FF-IZVANREDNI,2



Ostali-REDOVNI,12

Ostali-IZVANREDNI,3
